contender,scenario,seed_band,n_episodes,episode_length,p50,p95,p99,mean_lat,sla_pct,shed_pct,reward,hhi
candidate_mono_seed3,heterogeneous,31000-31039,40,128,31.170645941952948,793.1172105427245,1180.6901223978502,124.25463528736059,12.12890625,5.202110374551326,-1.3672499677787928,0.25064053035967837
candidate_mono_seed3,heterogeneous,32000-32039,40,128,31.259779014804813,953.0806121175447,1175.9972111862883,144.8999822978786,14.179687499999998,5.796091060871246,-1.5842921028627188,0.2545052992987884
candidate_mono_seed3,heterogeneous,33000-33039,40,128,29.739435440411288,944.5715795286206,1180.086012121159,135.07968400734822,12.519531249999998,5.433676744344348,-1.4635561659795748,0.2570533018102323
candidate_mono_seed3,heterogeneous,34000-34039,40,128,30.30978663147773,826.64497312952,1278.724900504856,138.65163593546197,15.898437500000002,5.561893194199981,-1.533075134764729,0.2533443125632844
candidate_mono_seed4,heterogeneous,30000-30039,40,128,30.83119059159275,613.7900496522664,1217.9589694529789,91.2505444520009,7.089843749999999,2.1464422984291542,-0.9287724189156201,0.23727636375597977
candidate_mono_seed4,heterogeneous,31000-31039,40,128,31.24296447977505,793.1172105427244,1180.6901223978502,126.34557912477275,12.5390625,5.425927385746792,-1.4024824506861326,0.2545136468251357
candidate_mono_seed4,heterogeneous,32000-32039,40,128,31.2594514035602,963.225543820536,1175.9972111862883,136.07254621056137,12.48046875,5.38020970565216,-1.4736785903661116,0.25196000712031275
candidate_mono_seed4,heterogeneous,33000-33039,40,128,29.517207696716703,949.4097285020922,1180.086012121159,133.0990521690901,12.75390625,5.590976940453611,-1.4559415240507634,0.26497629973916065
candidate_mono_seed4,heterogeneous,34000-34039,40,128,30.173020230083203,857.5383064096173,1278.724900504856,138.11293832413443,14.00390625,5.407329908641982,-1.5172364346402392,0.2541399326837447
candidate_maxxer_seed0,heterogeneous,30000-30039,40,128,31.58277922969159,551.3952188406951,823.7584007863181,104.13670258075089,14.74609375,4.305713508878077,-1.252347154430525,0.25297653409406806
candidate_maxxer_seed0,heterogeneous,31000-31039,40,128,31.031775693934144,655.5481458792577,860.3166679607391,140.38593279633454,22.48046875,7.500731684564759,-1.8079981976395594,0.27839117152925874
candidate_maxxer_seed0,heterogeneous,32000-32039,40,128,31.284216650524947,736.276493950836,987.636754627223,164.92216852969855,24.47265625,7.984987888852715,-2.0592653548065365,0.2809039327459205
candidate_maxxer_seed0,heterogeneous,33000-33039,40,128,30.208864832192702,752.5817098838645,1016.4593050087091,145.67992291030436,18.96484375,7.216690519034097,-1.785592987471711,0.28183537512383017
candidate_maxxer_seed0,heterogeneous,34000-34039,40,128,30.414953902386493,649.4448954828855,1160.8814817472426,140.5912783050713,21.40625,7.312801273474609,-1.7778378099294236,0.2742931695851089
candidate_maxxer_seed1,heterogeneous,30000-30039,40,128,31.11630823539285,431.7126190492069,731.9258204169389,87.41239920129442,13.984374999999998,4.014066894368287,-1.1349809794847876,0.2516131243381788
candidate_maxxer_seed1,heterogeneous,31000-31039,40,128,31.139022269888315,476.5571449142642,732.226408866922,110.73180604532149,21.11328125,6.931916532286094,-1.5808135307444438,0.271054996581712
candidate_maxxer_seed1,heterogeneous,32000-32039,40,128,30.98552393203562,642.7346139512206,900.4967468435694,137.4370572515291,22.12890625,7.652402469609395,-1.8058896765784511,0.2811181216998264
candidate_maxxer_seed1,heterogeneous,33000-33039,40,128,29.985629278552526,661.6922806258366,880.6121277995117,148.92311288139834,25.17578125,7.803453917175775,-1.9388863490529453,0.2841877658723802
candidate_maxxer_seed1,heterogeneous,34000-34039,40,128,30.461832784641068,503.33994894204585,1160.8814817472428,114.18803208877098,18.3203125,6.627743670709367,-1.4957656738331384,0.27053114653333377
candidate_maxxer_seed2,heterogeneous,30000-30039,40,128,31.804183580713108,540.2639877989862,815.9305977911002,102.86688011151527,15.2734375,4.075861331029396,-1.2834061431725874,0.2578881601133575
candidate_maxxer_seed2,heterogeneous,31000-31039,40,128,33.10015329848134,625.5330633736654,854.5187943503219,136.72976262855977,22.734375,7.187012674096629,-1.8159766629867906,0.27386751915434765
candidate_maxxer_seed2,heterogeneous,32000-32039,40,128,31.407716310314097,856.8892529363912,1028.704534467472,171.5227014853486,23.828125,7.977285012412369,-2.1187102628120273,0.27913323620941743
candidate_maxxer_seed2,heterogeneous,33000-33039,40,128,31.678521802177126,769.5039789513422,1016.4593050087088,148.19776709749814,20.1953125,6.994216786702406,-1.8257672124884685,0.27730158644261416
candidate_maxxer_seed2,heterogeneous,34000-34039,40,128,31.699501931209625,718.9621872096085,968.9286044761812,136.29276615825498,18.90625,6.605087755607883,-1.7089152580651956,0.2700999723578321
candidate_maxxer_seed3,heterogeneous,30000-30039,40,128,31.35595679783509,553.6612686657501,873.7817308667471,104.81599643222508,14.609375,3.929701547927028,-1.2564238738160942,0.24966169933578
candidate_maxxer_seed3,heterogeneous,31000-31039,40,128,31.85657058632722,678.3255152013702,907.5372521863204,135.87402879952145,19.53125,6.694614531953542,-1.68441510902366,0.27334355764932117
candidate_maxxer_seed3,heterogeneous,32000-32039,40,128,31.639409283652828,802.394922285133,960.7762121222689,144.5958623191907,18.06640625,6.500796829765757,-1.7429498492217115,0.26888603136828293
candidate_maxxer_seed3,heterogeneous,33000-33039,40,128,31.339296023303504,825.4790414546543,1043.7009062237137,143.60714267916816,17.16796875,6.541535872058491,-1.689421028816693,0.2688930946409743
candidate_maxxer_seed3,heterogeneous,34000-34039,40,128,31.396862682566397,704.6752690271061,980.2488787069399,123.63899478675678,16.19140625,6.047060383337481,-1.5336473492620686,0.2611152030739891
candidate_maxxer_seed4,heterogeneous,30000-30039,40,128,32.567782786854025,503.774730734554,770.7653598115571,96.72873374920653,14.667968749999998,3.9478251352330194,-1.207223115979439,0.26688253870246736
candidate_maxxer_seed4,heterogeneous,31000-31039,40,128,31.845677309354087,579.7778417385781,805.4133195197352,126.88779579995825,21.171875,6.9648753209743814,-1.7006065030121018,0.28800819584612614
candidate_maxxer_seed4,heterogeneous,32000-32039,40,128,30.798833714677293,642.3000248306621,960.7271543685816,128.67794970967168,19.0625,6.298100740155603,-1.672148221641092,0.2786264654225721
candidate_maxxer_seed4,heterogeneous,33000-33039,40,128,32.70334584153582,718.7786374484182,908.9498185355951,138.34386769162114,20.44921875,7.0430423782378435,-1.7723785257060698,0.28484595033677657
candidate_maxxer_seed4,heterogeneous,34000-34039,40,128,32.68826403204062,607.4408265350828,889.0750190821234,123.96638129384624,19.19921875,6.504940334013902,-1.6137900602658413,0.2748832507602416
policy_shipped,degrading,30000-30039,40,128,410.11524882716674,1090.9226513556796,1600.0140349126086,428.42393440022335,68.046875,24.9551657755206,-7.592036768959398,0.5187666015624999
policy_shipped,degrading,31000-31039,40,128,380.7317060327971,965.5436782590173,1478.9465577060816,390.77298320333944,58.3984375,20.506103954564086,-6.678549638219193,0.51745263671875
policy_shipped,degrading,32000-32039,40,128,360.0649216628237,985.1641166204932,1607.5806310073358,409.51900004603124,62.6953125,21.088616895134873,-6.8688135005916235,0.5179287109374999
policy_shipped,degrading,33000-33039,40,128,333.4312133994246,1056.5774950633827,3197.29958101247,405.0075621425914,56.484375,18.151113711061456,-6.898678995351692,0.51745556640625
policy_shipped,degrading,34000-34039,40,128,359.42621638620506,1088.39175464452,2463.2306585460224,414.00160310471057,60.76171875000001,22.53422897738026,-7.453599640257906,0.5179726562499999
candidate_v2,degrading,30000-30039,40,128,35.497622522755535,880.2109096513232,1257.655164782641,233.45554551533502,35.234375,11.519223015208372,-3.8278451139068155,0.3098465906645603
candidate_v2,degrading,31000-31039,40,128,31.62241198220466,792.6017189432825,1215.8567060830803,154.8082885254919,19.55078125,7.57785207060124,-2.602252891526786,0.2861695821843118
candidate_v2,degrading,32000-32039,40,128,33.98848849629758,791.6982080473598,1256.3065302251346,166.2413230737289,23.125,7.695948619728927,-2.779736045714958,0.2861147877076199
candidate_v2,degrading,33000-33039,40,128,29.406630501011893,743.8617675129525,1212.5179258689848,150.06819146633205,20.68359375,7.090837618199805,-2.6435057433904183,0.28882836722117206
candidate_v2,degrading,34000-34039,40,128,33.204033415586196,860.7105559930883,1313.8865131116484,203.84637626217818,29.58984375,10.402159281431818,-3.5611928526681838,0.306074521046514
candidate_a2c,degrading,30000-30039,40,128,37.97652833296992,1077.3129884688205,1830.864296577575,304.3524384300095,39.1015625,13.08843890753591,-5.022679327049042,0.3104823259014263
candidate_a2c,degrading,31000-31039,40,128,32.80079695448676,969.6895171491547,1311.9493335896339,204.10537286940342,25.136718749999996,9.004037499084513,-3.4573838588269483,0.29219238141491416
candidate_a2c,degrading,32000-32039,40,128,35.62015184210064,871.219675108086,1249.4656098760813,202.872346476646,24.74609375,8.287973137260865,-3.283140494860214,0.2871165695887944
candidate_a2c,degrading,33000-33039,40,128,31.507409472160393,916.0561472924036,1471.2538962619235,189.13067664471086,22.3046875,8.02403894558979,-3.438705897966275,0.27992613350393913
candidate_a2c,degrading,34000-34039,40,128,34.718951872222966,1025.56702754685,1665.6881507928179,266.35102041423016,33.84765625,12.210424878657804,-4.484158326367228,0.3013852761680783
candidate_sac,degrading,30000-30039,40,128,37.63259917693462,814.1799182815973,1058.9418375931966,253.1849266015582,38.61328125,17.403953701806923,-3.3085714000688413,0.592194448758675
candidate_sac,degrading,31000-31039,40,128,31.253337170167665,743.089224842202,978.317481884284,168.71324632904867,24.27734375,11.663852351232011,-2.3207911979141302,0.5704997058931605
candidate_sac,degrading,32000-32039,40,128,33.77004272279426,746.2340933832755,1041.5436805298216,168.6119800791114,23.18359375,10.868169001126567,-2.3091232765948755,0.565127867115595
candidate_sac,degrading,33000-33039,40,128,28.704225567771466,636.2979276631364,1081.3459944937226,159.33158965160905,23.3984375,11.39427661277389,-2.2652493878743813,0.5933073788436731
candidate_sac,degrading,34000-34039,40,128,34.766021044537894,794.8974299424841,1083.7816566395643,214.86023044185754,33.26171875,15.402778078854382,-2.91342508797891,0.6233009400628273
candidate_dqn,degrading,30000-30039,40,128,37.733294934832664,1077.1364677996355,1195.6339070877154,298.4646014604403,37.890625,13.45601569846718,-3.553289422213962,0.33153941656453795
candidate_dqn,degrading,31000-31039,40,128,34.10994892391241,970.5786273420838,1215.8567060830803,212.48832594806237,25.6640625,9.842661016030652,-2.6295842827087013,0.30481200969930183
candidate_dqn,degrading,32000-32039,40,128,36.32111316495197,934.2422327424068,1190.5956473677156,208.703919364977,26.19140625,8.863605131138721,-2.6713897137757496,0.2911785139496497
candidate_dqn,degrading,33000-33039,40,128,33.03053206694034,906.1263725000983,1349.8003262623092,209.79261678965182,24.921875,8.907614412807586,-2.7005988066597046,0.2944885668212809
candidate_dqn,degrading,34000-34039,40,128,36.2699963347891,1044.330704078042,1320.6501920381834,302.5285011188923,34.39453125,13.206002662632912,-3.7115139590643613,0.33011342460215626
round_robin,degrading,30000-30039,40,128,291.8472226307814,1101.8532183892264,1519.1685022880463,384.2206250557174,51.71875,13.762496102572399,-6.7082519454444425,0.3096223958333334
round_robin,degrading,31000-31039,40,128,50.68980369968472,1030.9026729798834,1856.4458937309576,314.30945556478565,40.3125,10.360626595041209,-5.533938273817649,0.2918120659722222
round_robin,degrading,32000-32039,40,128,73.10559281491572,1053.4766226951267,1962.7448593249503,330.6557982947697,43.53515625,9.553593063818768,-5.867890879139454,0.28947482638888894
round_robin,degrading,33000-33039,40,128,48.05294417270465,984.766237702954,1852.3417796286597,298.3514218028614,39.1015625,9.456967134299651,-5.835274848806276,0.28813368055555555
round_robin,degrading,34000-34039,40,128,127.15726191961508,1117.475001313661,1975.0850556728547,377.51410721570784,48.80859375,13.292920294956263,-6.922443290638827,0.3063194444444445
least_connections,degrading,30000-30039,40,128,285.2453710763157,994.8804945932384,1687.2936534829787,371.52696931168936,52.7734375,15.781827819885159,-6.797546654425867,0.29744140625000004
least_connections,degrading,31000-31039,40,128,51.0014657356763,951.0004456752447,2028.8054215950808,328.40467118436936,43.96484375,12.7278302252979,-5.941878399777417,0.2872482638888889
least_connections,degrading,32000-32039,40,128,94.11721981875196,1045.385012849963,2084.6099964208943,335.9775349347866,44.98046875,11.372911380521412,-6.017145981773153,0.2861827256944445
least_connections,degrading,33000-33039,40,128,47.100981630436024,1131.7877970583327,1873.161342785608,317.5844000851739,40.0390625,11.7196577639991,-6.0257998516464175,0.28746961805555554
least_connections,degrading,34000-34039,40,128,285.1307061150793,1105.361363392426,2374.3563089746085,395.5633376135759,51.26953125,15.605809324565131,-7.25103977473322,0.3000520833333334
random_shadow,degrading,30000-30039,40,128,311.2795466382328,1094.9112001435153,1832.8058874707237,387.38620952081146,52.87109375,15.449057188940865,-6.814761605797426,0.32977194174015273
random_shadow,degrading,31000-31039,40,128,56.487880192478826,998.8023739120182,1837.07470366376,316.1290957422731,41.9921875,11.760665664821278,-5.587681087210351,0.3134281327341656
random_shadow,degrading,32000-32039,40,128,81.51485120604346,1090.1509110668414,2436.244141150326,346.60915403097334,45.44921875,11.393208665672498,-6.021541924930199,0.315358534257724
random_shadow,degrading,33000-33039,40,128,51.707908227008254,1029.3431777013595,1798.9964354199392,308.45725926399405,41.11328125,10.923834133348471,-5.888665367031799,0.31270752187836914
random_shadow,degrading,34000-34039,40,128,128.04645894159,1174.1543787643736,2131.0337714011525,376.9604964662461,49.08203125,14.82252234549771,-6.85943987105569,0.3265149890639951
join_shortest_queue,degrading,30000-30039,40,128,342.3804343550448,1364.5599019443293,1684.1885283810905,465.5442359856268,52.81249999999999,17.986812967922212,-7.260863788665245,0.3184725922519914
join_shortest_queue,degrading,31000-31039,40,128,53.24805841620572,1234.0127973095828,1554.679206771006,368.07212835702353,41.23046875,13.41508685862331,-5.859027935445042,0.3002835251896963
join_shortest_queue,degrading,32000-32039,40,128,65.87814691403838,1185.4921452838203,1870.5093064464272,367.1583003643053,40.8984375,12.865139908287917,-5.987874976467964,0.2885694962979886
join_shortest_queue,degrading,33000-33039,40,128,50.50632790810791,1300.9718764896086,1939.4704881673347,359.90108322936106,40.859375,13.045030618314646,-6.302198667889267,0.296254344988301
join_shortest_queue,degrading,34000-34039,40,128,265.5967377248942,1426.963934751811,2272.393184374056,465.1132295844718,50.72265625,17.26019560251578,-7.522727900291022,0.31390335254563345
power_of_two_choices,degrading,30000-30039,40,128,201.6793828932705,1206.7944691261873,1734.650134049692,440.4241770085649,50.0390625,17.426788894900888,-7.032692021277453,0.30596866058487093
power_of_two_choices,degrading,31000-31039,40,128,45.39851941402166,1234.0127973095828,1434.0527372982103,328.87056979876775,37.94921875,12.95936590455193,-5.552142008302277,0.2816743022013209
power_of_two_choices,degrading,32000-32039,40,128,57.14865735523938,1254.8173708927445,1835.548631188071,346.6570833293566,39.453125,12.467622021451655,-5.828420136442957,0.2786238465872734
power_of_two_choices,degrading,33000-33039,40,128,42.6516659530688,1250.301811877035,1927.3079997693287,337.18295979481235,37.28515625,12.636514237752259,-6.078289439057302,0.2800996732559594
power_of_two_choices,degrading,34000-34039,40,128,119.64256003507613,1295.6102436483814,2282.4120742966884,437.54451941504584,48.26171875,16.834945212746963,-7.2887486398229075,0.30125455124798695
least_response_time,degrading,30000-30039,40,128,40.59783179943561,1077.1364677996357,1296.1734406187813,354.9446513193683,47.36328125,16.4606282979644,-3.981059860840677,0.40080804580279245
least_response_time,degrading,31000-31039,40,128,31.017179799378482,989.0292922397931,1215.8567060830803,256.33883076058817,35.9375,11.976603653516582,-2.983782936852891,0.39165796417302345
least_response_time,degrading,32000-32039,40,128,34.824244362905326,1111.9447665534046,1278.774219397293,287.87550598998394,39.86328125,11.925746193007903,-3.2851139921665458,0.3857331614205347
least_response_time,degrading,33000-33039,40,128,29.75005696560862,967.8546323795921,1247.2611302436135,222.98963535127928,32.36328125,10.830142765581089,-2.7031032771815267,0.37819769570679945
least_response_time,degrading,34000-34039,40,128,34.82429085353113,1259.6687950768655,1335.0580270202108,325.9705369782452,42.32421875,15.117017774546317,-3.71992892604253,0.40544459832094387
weighted_least_connections,degrading,30000-30039,40,128,307.65022439124135,1694.1969525540692,3418.8458078137064,551.407765564766,52.3046875,29.440400364497698,-8.293909099089358,0.418317553845895
weighted_least_connections,degrading,31000-31039,40,128,65.31883141430559,1957.5425157780815,3408.6695597622816,505.56251175408636,44.90234375,23.407128446665784,-7.18504525047846,0.3777762418877114
weighted_least_connections,degrading,32000-32039,40,128,59.661599039032595,1864.0350885556481,3785.829102377005,464.6507460493347,40.390625,22.123689679180192,-6.932841202944007,0.36426408335042587
weighted_least_connections,degrading,33000-33039,40,128,48.37848241067148,2555.738005573346,4064.7886709700283,522.1797786979571,41.58203125,21.80107619630128,-7.599813319741716,0.3692351200182184
weighted_least_connections,degrading,34000-34039,40,128,220.96721559230264,2534.1015948399,4081.3991836978225,613.5467287415215,50.1953125,26.511326267051675,-8.763546153492419,0.38472104103714216
candidate_mono_seed0,degrading,30000-30039,40,128,34.660156142348,1038.9101494557808,1240.472015481419,226.2591619399005,21.796875,9.098878639514584,-2.7809868314441872,0.28178834954326115
candidate_mono_seed0,degrading,31000-31039,40,128,31.57332718285386,970.5786273420833,1295.8649863495737,165.08164233384338,14.35546875,6.593306900074385,-2.1168139739765803,0.27662497932683794
candidate_mono_seed0,degrading,32000-32039,40,128,32.72929804654949,1004.2352750940834,1270.9297984716509,224.9208503670151,15.68359375,6.746626553301875,-2.538076565153812,0.27449548239280264
candidate_mono_seed0,degrading,33000-33039,40,128,28.959242523341487,906.1263725000983,1349.8003262623092,168.45586993919997,13.41796875,5.971615222160576,-2.080266441012268,0.2739040677565936
candidate_mono_seed0,degrading,34000-34039,40,128,33.376807645293106,1033.39764709379,1335.0580270202108,253.29042664380896,25.9765625,10.790462844987145,-3.0965642199628767,0.3077009810698548
candidate_mono_seed1,degrading,30000-30039,40,128,34.510781838555296,1098.955035400052,1296.3747844815125,292.3825639597717,23.90625,9.464246233750274,-3.352479680854336,0.2867766996015856
candidate_mono_seed1,degrading,31000-31039,40,128,31.42323049065584,969.7339726588012,1240.3408902322367,161.90196950691086,15.117187500000002,6.601088871056765,-2.1117693176983052,0.2755826186479849
candidate_mono_seed1,degrading,32000-32039,40,128,32.64244036833168,1017.9632096107598,1446.3615756183913,244.0487614005611,16.3671875,6.786803852069767,-2.63566255720674,0.27547510125200975
candidate_mono_seed1,degrading,33000-33039,40,128,28.955931585822814,906.1263725000983,1345.366408031485,167.13954598002005,13.593749999999998,5.851599836911907,-2.082142086126197,0.27345772336510166
candidate_mono_seed1,degrading,34000-34039,40,128,33.253914591985776,1043.6816927589039,1335.0580270202108,251.84595898768976,25.29296875,10.714733590654843,-2.980090803573946,0.3036710919061868
candidate_mono_seed2,degrading,30000-30039,40,128,34.707154720690276,1038.9101494557808,1454.7076944563157,277.3882620582144,21.66015625,8.285071676809382,-3.189363782996252,0.2878198213004409
candidate_mono_seed2,degrading,31000-31039,40,128,31.582804173305043,969.6895171491547,1296.3960717338928,140.72133167548424,13.691406249999998,6.177869826289608,-1.9527175370290621,0.27705103800135206
candidate_mono_seed2,degrading,32000-32039,40,128,32.89818820707661,1004.2352750940831,1303.7254129087312,192.49556910844262,13.2421875,5.480513675401487,-2.264181527569374,0.27471413058612465
candidate_mono_seed2,degrading,33000-33039,40,128,29.05012237469376,816.8182936859522,1349.8003262623095,151.52430612906306,11.07421875,4.784610404213567,-1.9687676657513062,0.2733343209397966
candidate_mono_seed2,degrading,34000-34039,40,128,33.40434527424683,1043.6816927589039,1335.0580270202108,264.923660327613,25.48828125,10.78277205841175,-3.2636417621997493,0.31292755264268296
candidate_mono_seed3,degrading,30000-30039,40,128,34.92197136787157,983.4624500948016,1356.5670334315723,234.54892292949208,21.69921875,8.048580230809184,-2.9680877724831567,0.27922432443282635
candidate_mono_seed3,degrading,31000-31039,40,128,31.633311841970595,969.6895171491547,1297.3444802711786,175.72153328322332,16.19140625,6.7842170067513585,-2.307894112966069,0.2795120229319637
candidate_mono_seed3,degrading,32000-32039,40,128,33.13888036932066,872.4705218425818,1303.7254129087307,208.8499815910021,12.94921875,5.261985111658894,-2.427634331398475,0.2660814760765376
candidate_mono_seed3,degrading,33000-33039,40,128,29.12281342338857,816.8182936859522,1349.8003262623095,149.665071687938,10.8203125,4.773178459471703,-1.9674650863439844,0.26679743765496733
candidate_mono_seed3,degrading,34000-34039,40,128,33.44943785720038,1029.9950053494526,1404.4948287469272,263.2596947922927,23.30078125,9.585538524751128,-3.2065502498185756,0.2972105515755198
candidate_mono_seed4,degrading,30000-30039,40,128,34.72035442212609,1038.9101494557808,1356.5670334315726,265.14345035326045,20.21484375,7.8886802236819165,-3.117401490627723,0.2807606892476921
candidate_mono_seed4,degrading,31000-31039,40,128,31.533388536943484,969.6895171491547,1297.3444802711786,142.18933658115765,13.828125,6.201989242989408,-1.997753582263416,0.2772826755349195
candidate_mono_seed4,degrading,32000-32039,40,128,32.70035994660017,997.6207627047738,1364.1771768998467,206.98522774911763,13.41796875,5.559674974604545,-2.341917936614088,0.2731360925267875
candidate_mono_seed4,degrading,33000-33039,40,128,29.04460942869001,861.8122623465334,1349.8003262623092,155.13234267463673,11.484375,5.012560932886828,-2.0080559116891132,0.2718237371527744
candidate_mono_seed4,degrading,34000-34039,40,128,33.339800788532145,1044.330704078042,1423.320154275241,257.43921257182757,25.546875000000004,10.710140626472889,-3.1504937488238207,0.3076898319172948
candidate_maxxer_seed0,degrading,30000-30039,40,128,35.64913372998954,919.3208485112056,1241.4056108092861,250.97221563451717,36.62109375,11.898494584400634,-4.181546929486666,0.31077000421095285
candidate_maxxer_seed0,degrading,31000-31039,40,128,32.452255575686,843.099149528087,1259.2537572619005,173.3191806616789,21.484375,8.17273367915892,-2.813617845118773,0.2841296605143625
candidate_maxxer_seed0,degrading,32000-32039,40,128,34.532337791354095,810.4764877768212,1405.5162430043565,175.72706919023742,22.87109375,7.68120849363318,-2.925524246161379,0.2826842921016971
candidate_maxxer_seed0,degrading,33000-33039,40,128,30.341515549312906,870.0710815239871,1313.4499816409657,173.20696358441904,22.83203125,7.990403937944142,-2.903749754992493,0.2923487769959997
candidate_maxxer_seed0,degrading,34000-34039,40,128,34.47771855311732,951.1294053013971,1733.3405595151896,246.4966483166357,32.40234375,11.271175915921114,-3.9364570915979002,0.3061698814126931
candidate_maxxer_seed1,degrading,30000-30039,40,128,35.897563273558404,779.872713113214,1073.4427153903325,213.35919955761932,37.5390625,12.410254667668967,-3.3926002479870996,0.3169214877102526
candidate_maxxer_seed1,degrading,31000-31039,40,128,31.820171292615576,576.997612955666,968.3268006574638,132.69780134594865,21.58203125,7.945081859303135,-2.2644075198677074,0.2889913742993873
candidate_maxxer_seed1,degrading,32000-32039,40,128,33.8991464745518,710.2497520205276,1146.3490827750204,154.78253494685183,23.359375,7.86996815058559,-2.4469603860469578,0.28324683929170125
candidate_maxxer_seed1,degrading,33000-33039,40,128,30.528092104140207,652.9429884694961,1293.4890240709144,146.73627750960608,22.01171875,7.817782636387544,-2.3932337566213286,0.286109730941391
candidate_maxxer_seed1,degrading,34000-34039,40,128,33.31410891719264,850.6109912515584,1297.9998146154378,210.56413972756394,32.2265625,11.370622666815606,-3.434360547373079,0.3082716555882381
candidate_maxxer_seed2,degrading,30000-30039,40,128,36.99413385759312,924.7614998546891,1434.1884831476755,235.11219139567015,33.80859375,10.6901895855815,-4.26690082322767,0.30150583631852684
candidate_maxxer_seed2,degrading,31000-31039,40,128,32.88714640088405,891.9328853552778,1552.1254297123792,177.1405044037295,21.42578125,8.008343116840596,-3.1360082736015924,0.2837894351576981
candidate_maxxer_seed2,degrading,32000-32039,40,128,34.810934501933644,812.9824112243277,1137.6541629991184,172.02106953268415,22.44140625,7.244226339625201,-3.2351001945726026,0.2751851394038777
candidate_maxxer_seed2,degrading,33000-33039,40,128,31.970604565058643,795.8902511663823,1119.8778448065207,158.98533950102666,20.99609375,7.00712974643058,-2.873141261528107,0.27766239153196315
candidate_maxxer_seed2,degrading,34000-34039,40,128,34.05581118382043,901.2521879699908,1337.4266900098535,217.01334185181355,30.56640625,10.538424634713113,-4.0252879190631745,0.2990676304662321
candidate_maxxer_seed3,degrading,30000-30039,40,128,37.07185656572221,983.789516832541,1281.980420865986,249.0370132659321,32.48046875,10.639811985037113,-4.350495596504324,0.2962653116865126
candidate_maxxer_seed3,degrading,31000-31039,40,128,33.40379133881109,894.7203268680436,1102.8200704176281,178.11704921559084,21.875,7.696782778479465,-3.1318558099411162,0.2734897108977899
candidate_maxxer_seed3,degrading,32000-32039,40,128,34.88292086513124,879.7564700247623,1322.8441657716148,183.60003401618278,22.36328125,7.3011301959254675,-3.2884140121028635,0.2774364487045089
candidate_maxxer_seed3,degrading,33000-33039,40,128,31.731626595889367,858.5330056239331,1212.5179258689848,174.44976649081872,21.328125,7.2488190919371895,-3.264798193007794,0.2745166743820965
candidate_maxxer_seed3,degrading,34000-34039,40,128,35.65643718928007,966.6253014340596,1590.9072668337421,230.9851276563676,30.87890625,10.331730889501541,-4.145895120318874,0.29410594605161755
candidate_maxxer_seed4,degrading,30000-30039,40,128,36.15864284768638,832.4385561421437,1268.747415184785,218.97709682407532,34.21875,10.71939184874784,-3.685808442890381,0.3107264924049157
candidate_maxxer_seed4,degrading,31000-31039,40,128,33.676739041914004,767.9749757635066,1356.6583418139069,158.5318702387238,20.56640625,7.605667953233771,-2.733178930257991,0.29236078966876333
candidate_maxxer_seed4,degrading,32000-32039,40,128,34.49060879073872,779.3143657438526,1339.338491550094,156.45546931817597,20.6640625,6.911479186922839,-2.7377061495470087,0.28794092521759873
candidate_maxxer_seed4,degrading,33000-33039,40,128,31.243950997703713,699.2312549773893,1336.7532531702748,143.75632331996306,20.078125,6.756863882265867,-2.642349275955204,0.28805096063343105
candidate_maxxer_seed4,degrading,34000-34039,40,128,33.564750742658596,843.4841906661067,1256.0067072880079,213.20782397378153,31.3671875,10.372972599003631,-3.791828657786766,0.3095028201135338
policy_shipped,near-idle,30000-30039,40,128,24.586926776034325,55.70055055241679,362.2635934979552,72.24530611898004,1.25,0.25293066054966407,-0.8525965684634278,0.5125556640625002
policy_shipped,near-idle,31000-31039,40,128,30.63907041689485,54.53789722712394,73.23510891712583,51.16169375647668,0.390625,0.19730172529451115,-0.701692567318818,0.5125292968750002
policy_shipped,near-idle,32000-32039,40,128,22.370551167962972,53.61331156016853,123.4586100081312,64.82779498980338,0.87890625,0.31651343296501544,-0.823499218816415,0.5125659179687501
policy_shipped,near-idle,33000-33039,40,128,26.49054978985629,57.27429873511199,81.31728563739702,65.11459791215205,0.76171875,0.342093614309138,-0.8806136218971042,0.51255712890625
policy_shipped,near-idle,34000-34039,40,128,23.868585777704865,65.07007443547273,89.96018860133006,44.559240418204226,0.48828125,0.21163947960895882,-0.6354161528658381,0.51253076171875
candidate_v2,near-idle,30000-30039,40,128,24.969789976548686,31.480592586571053,35.79156506051681,26.123795104325325,0.05859375,0.006554164300134782,-0.33364930107923413,0.21579128894050084
candidate_v2,near-idle,31000-31039,40,128,24.276563998176172,31.101340124597645,37.305638598921604,26.39810631204735,0.09765625,0.006419152474493057,-0.37064083370861794,0.21808807223221546
candidate_v2,near-idle,32000-32039,40,128,22.312749396073738,31.338470054300448,34.6936043635273,26.188968291037877,0.17578125,0.009010855700542268,-0.3628133945218579,0.21453736777709015
candidate_v2,near-idle,33000-33039,40,128,23.953710597432078,33.379125148348265,44.90222287641581,27.72753602222865,0.17578125,0.007581969277044077,-0.4088856227011344,0.21808993238232627
candidate_v2,near-idle,34000-34039,40,128,23.61595496165859,35.423294827222506,40.505440495497936,26.782785775284196,0.13671875,0.010126570032598751,-0.3619772127597972,0.2143476915948818
candidate_a2c,near-idle,30000-30039,40,128,25.30914418794017,35.93120304731461,45.565589278454176,27.128591552811052,0.078125,0.001577076064590538,-0.3389965233203368,0.21003676790777775
